"SIC4","NAICS6","SIC_Description","NAICS_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"2384","315212","Robes & dressing gowns","Women's, Girls', and Infants' Cut and Sew Apparel Contractors",6665,145652,2173334271,0.78,0.6,0.56
"2384","315221","Robes & dressing gowns","Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing",114,11306,216250238,0.01,0.05,0.06
"2384","315231","Robes & dressing gowns","Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing",292,18679,368594124,0.03,0.08,0.09
"2385","315211","Waterproof outer garments","Men's and Boys' Cut and Sew Apparel Contractors",1527,68383,1140921658,0.11,0.18,0.17
"2385","315212","Waterproof outer garments","Women's, Girls', and Infants' Cut and Sew Apparel Contractors",6665,145652,2173334271,0.49,0.39,0.33
"2385","315222","Waterproof outer garments","Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing",1192,28811,551194136,0.09,0.08,0.08
"2385","315228","Waterproof outer garments","Men's and Boys' Cut and Sew Other Outerwear Manufacturing",512,30575,549122072,0.04,0.08,0.08
"2385","315234","Waterproof outer garments","Women's and Girls' Cut and Sew Suit, Coat, Tailored Jacket, and Skirt Manufacturing",390,14573,377686926,0.03,0.04,0.06
"2385","315239","Waterproof outer garments","Women's and Girls' Cut and Sew Other Outerwear Manufacturing",2326,59096,1121071572,0.17,0.16,0.17
"2385","315291","Waterproof outer garments","Infants' Cut and Sew Apparel Manufacturing",147,10030,209289920,0.01,0.03,0.03
"2385","315999","Waterproof outer garments","Other Apparel Accessories and Other Apparel Manufacturing",808,19964,414110812,0.06,0.05,0.06
"2386","315292","Leather & sheepglined clothing","Fur and Leather Apparel Manufacturing",232,2575,73052993,1,1,1
"2387","315999","Apparel belts","Other Apparel Accessories and Other Apparel Manufacturing",808,19964,414110812,1,1,1
"2389","315212","Apparel & accessories, n.e.c.","Women's, Girls', and Infants' Cut and Sew Apparel Contractors",6665,145652,2173334271,0.78,0.68,0.61
"2389","315231","Apparel & accessories, n.e.c.","Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing",292,18679,368594124,0.03,0.09,0.1
"2389","315299","Apparel & accessories, n.e.c.","All Other Cut and Sew Apparel Manufacturing",804,31253,625158358,0.09,0.14,0.17
"2389","315999","Apparel & accessories, n.e.c.","Other Apparel Accessories and Other Apparel Manufacturing",808,19964,414110812,0.09,0.09,0.12
"2391","314121","Curtains & draperies","Curtain and Drapery Mills",2253,25713,469658385,1,1,1
"2392","314129","Housefurnishings, n.e.c.","Other Household Textile Product Mills",931,49710,1049818450,0.53,0.62,0.59
"2392","314911","Housefurnishings, n.e.c.","Textile Bag Mills",454,14454,287314862,0.26,0.18,0.16
"2392","339994","Housefurnishings, n.e.c.","Broom, Brush, and Mop Manufacturing",368,16411,440058512,0.21,0.2,0.25
"2393","314911","Textile bags","Textile Bag Mills",454,14454,287314862,1,1,1
"2394","314912","Canvas & related products","Canvas and Related Product Mills",1833,20585,475286466,1,1,1
"2395","314999","Pleating & stitching","All Other Miscellaneous Textile Product Mills",2654,46715,999006780,0.24,0.18,0.23
"2395","315211","Pleating & stitching","Men's and Boys' Cut and Sew Apparel Contractors",1527,68383,1140921658,0.14,0.26,0.26
"2395","315212","Pleating & stitching","Women's, Girls', and Infants' Cut and Sew Apparel Contractors",6665,145652,2173334271,0.61,0.56,0.5
"2396","314999","Automotive & apparel trimmings","All Other Miscellaneous Textile Product Mills",2654,46715,999006780,0.3,0.22,0.17
"2396","315999","Automotive & apparel trimmings","Other Apparel Accessories and Other Apparel Manufacturing",808,19964,414110812,0.09,0.09,0.07
"2396","323113","Automotive & apparel trimmings","Commercial Screen Printing",4931,73342,1763666396,0.55,0.34,0.31
"2396","336360","Automotive & apparel trimmings","Motor Vehicle Seating and Interior Trim Manufacturing",571,74542,2561434801,0.06,0.35,0.45
"2397","313222","Schiffli machine embroideries","Schiffli Machine Embroidery",249,3393,75443071,1,1,1
"2399","314999","Fabricated textile products, n.e.c.","All Other Miscellaneous Textile Product Mills",2654,46715,999006780,0.66,0.33,0.25
"2399","315999","Fabricated textile products, n.e.c.","Other Apparel Accessories and Other Apparel Manufacturing",808,19964,414110812,0.2,0.14,0.1
"2399","336360","Fabricated textile products, n.e.c.","Motor Vehicle Seating and Interior Trim Manufacturing",571,74542,2561434801,0.14,0.53,0.64
"2411","113310","Logging","Logging",14242,82295,2049041431,1,1,1
"2421","321113","Sawmills & planing mills, general","Sawmills",4602,122065,3361075344,0.44,0.51,0.54
"2421","321912","Sawmills & planing mills, general","Cut Stock, Resawing Lumber, and Planing",884,22987,518388435,0.09,0.1,0.08
"2421","321918","Sawmills & planing mills, general","Other Millwork (including Flooring)",2685,58691,1538340884,0.26,0.24,0.25
"2421","321999","Sawmills & planing mills, general","All Other Miscellaneous Wood Product Manufacturing",2199,37199,816494291,0.21,0.15,0.13
"2426","321912","Hardwood dimension & flooring mills","Cut Stock, Resawing Lumber, and Planing",884,22987,518388435,0.14,0.13,0.11
"2426","321918","Hardwood dimension & flooring mills","Other Millwork (including Flooring)",2685,58691,1538340884,0.44,0.34,0.34
"2426","337215","Hardwood dimension & flooring mills","Showcase, Partition, Shelving, and Locker Manufacturing",2565,91299,2512348550,0.42,0.53,0.55
"2429","321113","Special product sawmills, n.e.c.","Sawmills",4602,122065,3361075344,0.43,0.54,0.6
"2429","321920","Special product sawmills, n.e.c.","Wood Container and Pallet Manufacturing",3800,68585,1421270146,0.36,0.3,0.25
"2429","321999","Special product sawmills, n.e.c.","All Other Miscellaneous Wood Product Manufacturing",2199,37199,816494291,0.21,0.16,0.15
"2431","321911","Millwork","Wood Window and Door Manufacturing",1423,66298,1801672428,0.35,0.53,0.54
"2431","321918","Millwork","Other Millwork (including Flooring)",2685,58691,1538340884,0.65,0.47,0.46
"2434","337110","Wood kitchen cabinets","Wood Kitchen Cabinet and Countertop Manufacturing",12212,127911,3056849477,1,1,1
"2435","321211","Hardwood veneer & plywood","Hardwood Veneer and Plywood Manufacturing",357,26359,675412538,1,1,1
"2436","321212","Softwood veneer & plywood","Softwood Veneer and Plywood Manufacturing",192,26291,827387099,1,1,1
"2439","321113","Structural wood members, n.e.c.","Sawmills",4602,122065,3361075344,0.69,0.66,0.68
"2439","321213","Structural wood members, n.e.c.","Engineered Wood Member (except Truss) Manufacturing",170,8345,237252656,0.03,0.04,0.05
"2439","321214","Structural wood members, n.e.c.","Truss Manufacturing",1016,32114,805625561,0.15,0.17,0.16
"2439","321912","Structural wood members, n.e.c.","Cut Stock, Resawing Lumber, and Planing",884,22987,518388435,0.13,0.12,0.11
"2441","321920","Nailed wood boxes & shook","Wood Container and Pallet Manufacturing",3800,68585,1421270146,1,1,1
"2448","321920","Wood pallets & skids","Wood Container and Pallet Manufacturing",3800,68585,1421270146,1,1,1
"2449","321920","Wood containers, n.e.c.","Wood Container and Pallet Manufacturing",3800,68585,1421270146,1,1,1
"2451","321991","Mobile homes","Manufactured Home (Mobile Home) Manufacturing",436,69401,1966297293,1,1,1
"2452","321992","Prefabricated wood buildings","Prefabricated Wood Building Manufacturing",809,23528,637671172,1,1,1
"2491","321114","Wood preserving","Wood Preservation",529,12368,333777344,1,1,1
"2493","321219","Reconstituted wood products","Reconstituted Wood Product Manufacturing",253,20905,706894841,1,1,1
"2499","321912","Wood products, n.e.c.","Cut Stock, Resawing Lumber, and Planing",884,22987,518388435,0.08,0.08,0.08
"2499","321920","Wood products, n.e.c.","Wood Container and Pallet Manufacturing",3800,68585,1421270146,0.33,0.25,0.21
"2499","321999","Wood products, n.e.c.","All Other Miscellaneous Wood Product Manufacturing",2199,37199,816494291,0.19,0.13,0.12
"2499","332321","Wood products, n.e.c.","Metal Window and Door Manufacturing",1667,84204,2293745093,0.15,0.3,0.34
"2499","339999","Wood products, n.e.c.","All Other Miscellaneous Manufacturing",2909,64690,1701595590,0.25,0.23,0.25
"2511","337122","Wood household furniture","Nonupholstered Wood Household Furniture Manufacturing",4466,124543,2652865413,1,1,1
"2512","337121","Upholstered household furniture","Upholstered Household Furniture Manufacturing",1949,96674,2262948303,1,1,1
"2514","337124","Metal household furniture","Metal Household Furniture Manufacturing",344,13698,485695173,1,1,1
"2515","337121","Mattresses & bedsprings","Upholstered Household Furniture Manufacturing",1949,96674,2262948303,0.7,0.77,0.74
"2515","337910","Mattresses & bedsprings","Mattress Manufacturing",829,28880,791852822,0.3,0.23,0.26
"2517","337129","Wood TV & radio cabinets","Wood Television, Radio, and Sewing Machine Cabinet Manufacturing",158,3561,83634553,1,1,1
"2519","337125","Household furniture, n.e.c.","Household Furniture (except Wood and Metal) Manufacturing",271,7624,179636297,1,1,1
"2521","337211","Wood office furniture","Wood Office Furniture Manufacturing",746,31843,952195393,1,1,1
"2522","337214","Office furniture, except wood","Office Furniture (except Wood) Manufacturing",439,39585,1517948909,1,1,1
"2531","336360","Public building & related furniture","Motor Vehicle Seating and Interior Trim Manufacturing",571,74542,2561434801,0.36,0.63,0.67
"2531","337127","Public building & related furniture","Institutional Furniture Manufacturing",803,32024,907758690,0.5,0.27,0.24
"2531","339942","Public building & related furniture","Lead Pencil and Art Good Manufacturing",223,11594,326063160,0.14,0.1,0.09
"2541","337110","Wood partitions & fixtures","Wood Kitchen Cabinet and Countertop Manufacturing",12212,127911,3056849477,0.79,0.55,0.51
"2541","337212","Wood partitions & fixtures","Custom Architectural Woodwork and Millwork Manufacturing",752,12471,408637994,0.05,0.05,0.07
"2541","337215","Wood partitions & fixtures","Showcase, Partition, Shelving, and Locker Manufacturing",2565,91299,2512348550,0.17,0.39,0.42
"2542","337215","Partitions & fixtures, except wood","Showcase, Partition, Shelving, and Locker Manufacturing",2565,91299,2512348550,1,1,1
"2591","337920","Drapery hardware, blinds, & shades","Blind and Shade Manufacturing",604,23693,578943668,1,1,1
"2599","337127","Furniture & fixtures, n.e.c.","Institutional Furniture Manufacturing",803,32024,907758690,0.27,0.26,0.22
"2599","339113","Furniture & fixtures, n.e.c.","Surgical Appliance and Supplies Manufacturing",2128,93450,3308261510,0.73,0.74,0.78
"2611","322110","Pulp mills","Pulp Mills",50,8251,445999896,1,1,1
"2621","322121","Paper mills","Paper (except Newsprint) Mills",455,134380,6740772178,0.86,0.88,0.87
"2621","322122","Paper mills","Newsprint Mills",73,17863,991133980,0.14,0.12,0.13
"2631","322130","Paperboard mills","Paperboard Mills",283,48323,2468658705,1,1,1
"2652","322213","Setup paperboard boxes","Setup Paperboard Box Manufacturing",171,7029,173417032,1,1,1
"2653","322211","Corrugated & solid fiber boxes","Corrugated and Solid Fiber Box Manufacturing",1988,136557,4954536164,1,1,1
"2655","322214","Fiber cans, drums, & similar products","Fiber Can, Tube, Drum, and Similar Products Manufacturing",325,14325,521367939,1,1,1
"2656","322215","Sanitary food containers","Nonfolding Sanitary Food Container Manufacturing",108,18099,556177343,1,1,1
"2657","322212","Folding paperboard boxes","Folding Paperboard Box Manufacturing",529,46279,1747602154,1,1,1
"2671","322221","Papercoated & laminated, packaging","Coated and Laminated Packaging Paper and Plastics Film Manufacturing",256,18643,745668095,0.72,0.8,0.82
"2671","326112","Papercoated & laminated, packaging","Unsupported Plastics Packaging Film and Sheet Manufacturing",98,4735,169054420,0.28,0.2,0.18
"2672","322222","Papercoated & laminated, n.e.c.","Coated and Laminated Paper Manufacturing",711,41881,1691887436,1,1,1
"2673","322223","Bagsplastics, laminated, & coated","Plastics, Foil, and Coated Paper Bag Manufacturing",183,15956,510317582,0.32,0.39,0.41
"2673","326111","Bagsplastics, laminated, & coated","Unsupported Plastics Bag Manufacturing",388,25040,745382784,0.68,0.61,0.59
"2674","322224","Bagsuncoated paper & multiwall","Uncoated Paper and Multiwall Bag Manufacturing",167,17728,515163888,1,1,1
"2675","322226","Diegcut paper & board","Surface-Coated Paperboard Manufacturing",89,2728,80422727,0.09,0.07,0.07
"2675","322231","Diegcut paper & board","Die-Cut Paper and Paperboard Office Supplies Manufacturing",280,13874,425113336,0.27,0.35,0.35
"2675","322299","Diegcut paper & board","All Other Converted Paper Product Manufacturing",654,22822,715873303,0.64,0.58,0.59
"2676","322121","Sanitary paper products","Paper (except Newsprint) Mills",455,134380,6740772178,0.68,0.77,0.8
"2676","322291","Sanitary paper products","Sanitary Paper Product Manufacturing",216,40468,1724590268,0.32,0.23,0.2
"2677","322232","Envelopes","Envelope Manufacturing",276,24942,830111425,1,1,1
"2678","322233","Stationery products","Stationery, Tablet, and Related Product Manufacturing",125,7644,243203101,1,1,1
"2679","322222","Converted paper products, n.e.c.","Coated and Laminated Paper Manufacturing",711,41881,1691887436,0.43,0.53,0.6
"2679","322231","Converted paper products, n.e.c.","Die-Cut Paper and Paperboard Office Supplies Manufacturing",280,13874,425113336,0.17,0.18,0.15
"2679","322299","Converted paper products, n.e.c.","All Other Converted Paper Product Manufacturing",654,22822,715873303,0.4,0.29,0.25
"2711","511110","Newspapers","Newspaper Publishers",9469,418781,12789567461,1,1,1
"2721","511120","Periodicals","Periodical Publishers",8007,154583,7393113203,1,1,1
"2731","511130","Book publishing","Book Publishers",3804,86382,3599797840,0.82,0.94,0.94
"2731","512230","Book publishing","Music Publishers",850,5129,246565300,0.18,0.06,0.06
"2732","323117","Book printing","Books Printing",584,42354,1393504886,1,1,1
"2741","511140","Miscellaneous publishing","Database and Directory Publishers",2344,52998,2187771104,0.5,0.71,0.73
"2741","511199","Miscellaneous publishing","All Other Publishers",1451,16340,563268241,0.31,0.22,0.19
"2741","512230","Miscellaneous publishing","Music Publishers",850,5129,246565300,0.18,0.07,0.08
"2752","323110","Commercial printing, lithographic","Commercial Lithographic Printing",14986,321182,11384688346,0.53,0.78,0.83
"2752","323114","Commercial printing, lithographic","Quick Printing",13415,92418,2400116132,0.47,0.22,0.17
"2754","323111","Commercial printing, gravure","Commercial Gravure Printing",493,20580,731989926,1,1,1
"2759","323112","Commercial printing, n.e.c.","Commercial Flexographic Printing",1861,48959,1607768329,0.08,0.17,0.2
"2759","323113","Commercial printing, n.e.c.","Commercial Screen Printing",4931,73342,1763666396,0.2,0.26,0.22
"2759","323114","Commercial printing, n.e.c.","Quick Printing",13415,92418,2400116132,0.55,0.32,0.3
"2759","323115","Commercial printing, n.e.c.","Digital Printing",921,19509,707311503,0.04,0.07,0.09
"2759","323119","Commercial printing, n.e.c.","Other Commercial Printing",3433,51470,1574493154,0.14,0.18,0.2
"2761","323116","Manifold business forms","Manifold Business Forms Printing",1113,60270,2036536710,1,1,1
"2771","323110","Greeting cards","Commercial Lithographic Printing",14986,321182,11384688346,0.58,0.6,0.64
"2771","323111","Greeting cards","Commercial Gravure Printing",493,20580,731989926,0.02,0.04,0.04
"2771","323112","Greeting cards","Commercial Flexographic Printing",1861,48959,1607768329,0.07,0.09,0.09
"2771","323113","Greeting cards","Commercial Screen Printing",4931,73342,1763666396,0.19,0.14,0.1
"2771","323119","Greeting cards","Other Commercial Printing",3433,51470,1574493154,0.13,0.1,0.09
"2771","511191","Greeting cards","Greeting Card Publishers",103,18077,627184345,0,0.03,0.04
"2782","323116","Blankbooks & looseleaf binders","Manifold Business Forms Printing",1113,60270,2036536710,0.8,0.76,0.78
"2782","323118","Blankbooks & looseleaf binders","Blankbook, Looseleaf Binders, and Devices Manufacturing",286,19240,560653853,0.2,0.24,0.22
"2789","323121","Bookbinding & related work","Tradebinding and Related Work",1256,29855,713064850,1,1,1
"2791","323122","Typesetting","Prepress Services",3300,51450,2155999379,1,1,1
"2796","323122","Platemaking services","Prepress Services",3300,51450,2155999379,1,1,1
"2812","325181","Alkalies & chlorine","Alkalies and Chlorine Manufacturing",66,9581,537881817,1,1,1
"2813","325120","Industrial gases","Industrial Gas Manufacturing",623,26382,1675887960,1,1,1
